marker	target	nA	nB	wilcox.p	CLES	zA	zB	ZDiff	tissue
PTEN_5728_ENSG00000171862	MYLK_4638	4	16	0.0131627343212127	0.875	-1.385	0	-1.385	BREAST
PTEN_5728_ENSG00000171862	MYLK2_85366	4	16	0.730532178026969	0.40625	-1.78	-2.215	0.435	BREAST
PTEN_5728_ENSG00000171862	MYO3A_53904	4	16	0.807636738906089	0.359375	-0.165	-0.405	0.24	BREAST
PTEN_5728_ENSG00000171862	MYO3B_140469	4	15	0.631836945304438	0.45	0.54	0.4	0.14	BREAST
PTEN_5728_ENSG00000171862	N4BP2_55728	4	14	0.479411764705882	0.517857142857143	0.62	0.66	-0.0399999999999999	BREAST
PTEN_5728_ENSG00000171862	NAGK_55577	4	15	0.846491228070175	0.333333333333333	0.01	-0.18	0.19	BREAST
PTEN_5728_ENSG00000171862	NEK1_4750	4	14	0.132283048774292	0.696428571428571	-0.155	0.165	-0.32	BREAST
PTEN_5728_ENSG00000171862	NEK11_79858	4	16	0.664716505170859	0.4375	-0.49	-0.52	0.03	BREAST
PTEN_5728_ENSG00000171862	NEK2_4751	4	16	0.218575851393189	0.640625	-0.455	-0.29	-0.165	BREAST
PTEN_5728_ENSG00000171862	NEK3_4752	4	14	0.639542483660131	0.446428571428571	-0.8	-1.025	0.225	BREAST
PTEN_5728_ENSG00000171862	NEK4_6787	4	16	0.861494102762657	0.328125	0.445	-0.165	0.61	BREAST
PTEN_5728_ENSG00000171862	NEK5_341676	4	16	0.664716505170859	0.4375	0.545	0.36	0.185	BREAST
PTEN_5728_ENSG00000171862	NEK6_10783	4	15	0.363111709764998	0.566666666666667	0.305	0.84	-0.535	BREAST
PTEN_5728_ENSG00000171862	NEK7_140609	4	16	0.00352990395551448	0.953125	-2.49	-0.11	-2.38	BREAST
PTEN_5728_ENSG00000171862	NEK8_284086	4	16	0.105675954592363	0.71875	-1.495	-0.67	-0.825	BREAST
PTEN_5728_ENSG00000171862	NEK9_91754	4	16	0.992033132683755	0.109375	0.59	0.065	0.525	BREAST
PTEN_5728_ENSG00000171862	NLK_51701	4	15	0.631836945304438	0.45	-0.225	-0.17	-0.055	BREAST
PTEN_5728_ENSG00000171862	NME1_4830	4	16	0.659029927760578	0.4375	1.01	0.42	0.59	BREAST
PTEN_5728_ENSG00000171862	NME2_4831	4	15	0.257753983275252	0.616666666666667	0.515	0.69	-0.175	BREAST
PTEN_5728_ENSG00000171862	NME3_4832	4	16	0.145098039215686	0.6875	-0.13	0.16	-0.29	BREAST
PTEN_5728_ENSG00000171862	NME4_4833	4	16	0.556419239690046	0.484375	0.68	0.81	-0.13	BREAST
PTEN_5728_ENSG00000171862	NME5_8382	4	16	0.481733746130031	0.515625	0.835	0.875	-0.04	BREAST
PTEN_5728_ENSG00000171862	NME6_10201	4	15	0.864439084446801	0.325	-0.39	-0.62	0.23	BREAST
PTEN_5728_ENSG00000171862	NME7_29922	4	14	0.520588235294118	0.5	0.76	0.5	0.26	BREAST
PTEN_5728_ENSG00000171862	NPR2_4882	4	16	0.124251805985552	0.703125	-0.015	0.57	-0.585	BREAST
PTEN_5728_ENSG00000171862	NRBP1_29959	4	14	0.43921568627451	0.535714285714286	-0.56	-0.535	-0.025	BREAST
PTEN_5728_ENSG00000171862	NRBP2_340371	4	16	0.218575851393189	0.640625	-1.26	-0.265	-0.995	BREAST
PTEN_5728_ENSG00000171862	NRK_203447	4	16	0.124251805985552	0.703125	-0.325	0.105	-0.43	BREAST
PTEN_5728_ENSG00000171862	NTRK1_4914	4	16	0.624767801857585	0.453125	-0.525	-0.785	0.26	BREAST
PTEN_5728_ENSG00000171862	NTRK2_4915	4	15	0.960010319917441	0.216666666666667	1.115	0.75	0.365	BREAST
PTEN_5728_ENSG00000171862	NTRK3_4916	4	16	0.0887512899896801	0.734375	0.595	1.055	-0.46	BREAST
PTEN_5728_ENSG00000171862	NUCKS1_64710	4	16	0.593406517259548	0.46875	0.715	0.745	-0.03	BREAST
PTEN_5728_ENSG00000171862	NUP62_23636	4	16	0.0210604727686781	0.84375	-2.63	-0.85	-1.78	BREAST
PTEN_5728_ENSG00000171862	TPD52L3_89882	4	16	0.184501804452626	0.65625	-0.54	0.06	-0.6	BREAST
PTEN_5728_ENSG00000171862	OXSR1_9943	4	16	0.781424148606811	0.375	0.3	-0.2	0.5	BREAST
PTEN_5728_ENSG00000171862	PIK3R5_23533	4	15	0.794633642930857	0.366666666666667	-0.38	-0.79	0.41	BREAST
PTEN_5728_ENSG00000171862	SCYL3_57147	4	16	0.31823740802573	0.5859375	-0.055	0.35	-0.405	BREAST
PTEN_5728_ENSG00000171862	PACSIN1_29993	4	16	0.781424148606811	0.375	0.5	0.26	0.24	BREAST
PTEN_5728_ENSG00000171862	PAK1_5058	4	16	0.172170596169192	0.6640625	-1.21	-0.63	-0.58	BREAST
PTEN_5728_ENSG00000171862	PAK2_5062	4	15	0.257753983275252	0.616666666666667	0.08	0.27	-0.19	BREAST
PTEN_5728_ENSG00000171862	PAK3_5063	4	14	0.809150326797386	0.357142857142857	0.27	-0.14	0.41	BREAST
PTEN_5728_ENSG00000171862	PAK4_10298	4	16	0.698432190254738	0.421875	0.455	0.095	0.36	BREAST
PTEN_5728_ENSG00000171862	PAK6_56924	4	16	0.91124871001032	0.28125	0.25	-0.395	0.645	BREAST
PTEN_5728_ENSG00000171862	PAK5_57144	4	16	0.647324313968248	0.4453125	0.5	0.36	0.14	BREAST
PTEN_5728_ENSG00000171862	PANK1_53354	4	16	0.0194014447884417	0.84375	-0.275	0.655	-0.93	BREAST
PTEN_5728_ENSG00000171862	PANK2_80025	4	16	0.31823740802573	0.5859375	0.07	0.24	-0.17	BREAST
PTEN_5728_ENSG00000171862	PANK3_79646	4	16	0.425025512448639	0.5390625	0.625	0.615	0.01	BREAST
PTEN_5728_ENSG00000171862	PANK4_55229	4	16	0.0540323128319143	0.7734375	-1.54	-0.355	-1.185	BREAST
PTEN_5728_ENSG00000171862	PAPSS1_9061	4	16	0.752941176470588	0.390625	0.465	0.135	0.33	BREAST
PTEN_5728_ENSG00000171862	PAPSS2_9060	4	16	0.629712705801228	0.453125	0.085	0.075	0.01	BREAST
PTEN_5728_ENSG00000171862	PASK_23178	4	16	0.340970072239422	0.578125	-0.32	-0.11	-0.21	BREAST
PTEN_5728_ENSG00000171862	PCK1_5105	4	16	0.647324313968248	0.4453125	-0.085	-0.3	0.215	BREAST
PTEN_5728_ENSG00000171862	PCK2_5106	4	16	0.100958331425989	0.71875	0.225	0.52	-0.295	BREAST
PTEN_5728_ENSG00000171862	CDK16_5127	4	16	0.950257997936017	0.234375	0.59	0.095	0.495	BREAST
PTEN_5728_ENSG00000171862	CDK17_5128	4	16	0.875748194014448	0.3125	0.605	0.315	0.29	BREAST
PTEN_5728_ENSG00000171862	CDK18_5129	4	16	0.124251805985552	0.703125	-2.95	-0.975	-1.975	BREAST
PTEN_5728_ENSG00000171862	PDGFRA_5156	4	16	0.445820433436533	0.53125	-0.125	0.16	-0.285	BREAST
PTEN_5728_ENSG00000171862	PDGFRB_5159	4	16	0.664716505170859	0.4375	-1.125	-1.2	0.075	BREAST
PTEN_5728_ENSG00000171862	PDGFRL_5157	4	16	0.730532178026969	0.40625	-0.03	-0.25	0.22	BREAST
PTEN_5728_ENSG00000171862	PDIK1L_149420	4	16	0.854901960784314	0.328125	0.935	0.615	0.32	BREAST
PTEN_5728_ENSG00000171862	PDK1_5163	4	16	0.85087294819632	0.3359375	0.245	0	0.245	BREAST
PTEN_5728_ENSG00000171862	PDK2_5164	4	16	0.574974487551361	0.4765625	-0.305	-0.53	0.225	BREAST
PTEN_5728_ENSG00000171862	PDK3_5165	4	16	0.409907120743034	0.546875	0.095	0.22	-0.125	BREAST
PTEN_5728_ENSG00000171862	PDK4_5166	4	16	0.775239337116487	0.3828125	0.065	-0.335	0.4	BREAST
PTEN_5728_ENSG00000171862	PDPK1_5170	4	16	0.318173933497085	0.5859375	-0.5	-0.415	-0.085	BREAST
PTEN_5728_ENSG00000171862	PDXK_8566	4	16	0.340970072239422	0.578125	0.88	1.02	-0.14	BREAST
PTEN_5728_ENSG00000171862	PFKFB1_5207	4	14	0.56078431372549	0.482142857142857	-1.655	-1.805	0.15	BREAST
PTEN_5728_ENSG00000171862	PFKFB2_5208	4	16	0.335283494829141	0.578125	0.155	0.19	-0.035	BREAST
PTEN_5728_ENSG00000171862	PFKFB3_5209	4	15	0.153508771929825	0.683333333333333	-1	-0.38	-0.62	BREAST
PTEN_5728_ENSG00000171862	PFKFB4_5210	4	16	0.664716505170859	0.4375	-0.78	-0.71	-0.0700000000000001	BREAST
PTEN_5728_ENSG00000171862	PFKL_5211	4	16	0.370381420653498	0.5625	-0.05	0.225	-0.275	BREAST
PTEN_5728_ENSG00000171862	PFKM_5213	4	16	0.950958241585204	0.234375	0.675	0.175	0.5	BREAST
PTEN_5728_ENSG00000171862	PFKP_5214	4	16	0.955573545760475	0.2265625	-0.1	-0.485	0.385	BREAST
PTEN_5728_ENSG00000171862	CDK14_5218	4	16	0.462345402313962	0.5234375	-0.935	-1.07	0.135	BREAST
PTEN_5728_ENSG00000171862	PGK1_5230	4	15	0.802441143381752	0.366666666666667	0.15	-0.17	0.32	BREAST
PTEN_5728_ENSG00000171862	PGK2_5232	4	15	0.907636738906089	0.283333333333333	0.485	0.07	0.415	BREAST
PTEN_5728_ENSG00000171862	PHKA1_5255	4	16	0.624767801857585	0.453125	1.06	0.715	0.345	BREAST
PTEN_5728_ENSG00000171862	PHKA2_5256	4	16	0.723219814241486	0.40625	0.255	-0.1	0.355	BREAST
PTEN_5728_ENSG00000171862	PHKB_5257	4	16	0.781424148606811	0.375	0.51	0.305	0.205	BREAST
PTEN_5728_ENSG00000171862	PHKG1P1_643941	4	16	0.0740970072239422	0.75	-1.255	-0.02	-1.235	BREAST
PTEN_5728_ENSG00000171862	PHKG2_5261	4	16	0.0319917440660475	0.8125	-0.27	0.89	-1.16	BREAST
PTEN_5728_ENSG00000171862	PI4K2B_55300	4	16	0.443622944748242	0.53125	-1.695	-1.28	-0.415	BREAST
PTEN_5728_ENSG00000171862	PI4K2A_55361	4	16	0.789150347786144	0.375	0.545	0.195	0.35	BREAST
PTEN_5728_ENSG00000171862	PIK3C2A_5286	4	16	0.276780185758514	0.609375	-2.895	-2.04	-0.855	BREAST
PTEN_5728_ENSG00000171862	PIK3C2B_5287	4	16	0.556377055251758	0.484375	0.27	0.365	-0.095	BREAST
PTEN_5728_ENSG00000171862	PIK3C2G_5288	4	16	0.760822234735798	0.390625	-0.105	-0.28	0.175	BREAST
PTEN_5728_ENSG00000171862	PIK3C3_5289	4	16	0.481151676658749	0.515625	-0.5	-0.025	-0.475	BREAST
PTEN_5728_ENSG00000171862	PIK3CA_5290	4	15	0.773471758970376	0.383333333333333	-0.59	-1.25	0.66	BREAST
PTEN_5728_ENSG00000171862	PIK3CB_5291	4	15	0.442724458204334	0.533333333333333	-0.87	-0.65	-0.22	BREAST
PTEN_5728_ENSG00000171862	PIK3CD_5293	4	15	0.401123644788016	0.55	0.285	0.36	-0.075	BREAST
PTEN_5728_ENSG00000171862	PIK3CG_5294	4	16	0.388325231259745	0.5546875	0.075	-0.015	0.09	BREAST
PTEN_5728_ENSG00000171862	PIK3R1_5295	4	16	0.318173933497085	0.5859375	0.625	0.51	0.115	BREAST
PTEN_5728_ENSG00000171862	PIK3R2_5296	4	16	0.184591899844203	0.65625	-0.145	0.08	-0.225	BREAST
PTEN_5728_ENSG00000171862	PIK3R3_8503	4	16	0.518855413228571	0.5	0.75	0.78	-0.03	BREAST
PTEN_5728_ENSG00000171862	PIK3R4_30849	4	16	0.105675954592363	0.71875	-1.315	-0.815	-0.5	BREAST
PTEN_5728_ENSG00000171862	PI4KA_5297	4	16	0.5	0.5078125	-1	-0.99	-0.01	BREAST
PTEN_5728_ENSG00000171862	PI4KB_5298	4	16	0.409907120743034	0.546875	-0.255	-0.17	-0.085	BREAST
PTEN_5728_ENSG00000171862	PIM1_5292	4	16	0.370381420653498	0.5625	0.385	0.455	-0.07	BREAST
PTEN_5728_ENSG00000171862	PIM2_11040	4	16	0.730532178026969	0.40625	-0.605	-0.71	0.105	BREAST
PTEN_5728_ENSG00000171862	PIM3_415116	4	16	0.00609073169129713	0.921875	0.045	0.485	-0.44	BREAST
PTEN_5728_ENSG00000171862	PINK1_65018	4	16	0.827738610450935	0.3515625	0.275	-0.14	0.415	BREAST
PTEN_5728_ENSG00000171862	PIP5K1A_8394	4	16	0.192363261093911	0.65625	-0.26	0.17	-0.43	BREAST
PTEN_5728_ENSG00000171862	PIP5K1B_8395	4	16	0.85087294819632	0.3359375	0.42	-0.03	0.45	BREAST
PTEN_5728_ENSG00000171862	PIP5K1C_23396	4	16	0.781424148606811	0.375	0.415	0.085	0.33	BREAST
PTEN_5728_ENSG00000171862	PIP4K2A_5305	4	16	0.375232198142415	0.5625	0.9	1.06	-0.16	BREAST
PTEN_5728_ENSG00000171862	PIP4K2B_8396	4	16	0.335108250398764	0.578125	-0.42	-0.78	0.36	BREAST
PTEN_5728_ENSG00000171862	PIP4K2C_79837	4	16	0.554179566563467	0.484375	0.295	0.35	-0.055	BREAST
PTEN_5728_ENSG00000171862	PIKFYVE_200576	4	14	0.985304448522358	0.142857142857143	0.825	0.055	0.77	BREAST
PTEN_5728_ENSG00000171862	PIP5KL1_138429	4	16	0.0887512899896801	0.734375	0.1	0.515	-0.415	BREAST
PTEN_5728_ENSG00000171862	PKIA_5569	4	16	0.890435336384992	0.3046875	0.665	-0.005	0.67	BREAST
PTEN_5728_ENSG00000171862	PKIB_5570	4	15	0.519349845201238	0.5	-0.275	-0.88	0.605	BREAST
PTEN_5728_ENSG00000171862	PKLR_5313	4	16	0.894324045407637	0.296875	0.52	0.14	0.38	BREAST
PTEN_5728_ENSG00000171862	PKM_5315	4	16	0.518848323341251	0.5	-0.545	-0.49	-0.055	BREAST
PTEN_5728_ENSG00000171862	PKMYT1_9088	4	16	0.0652126886063174	0.7578125	-0.535	-0.01	-0.525	BREAST
PTEN_5728_ENSG00000171862	PKN3_29941	4	16	0.445820433436533	0.53125	-0.365	-0.37	0.005	BREAST
PTEN_5728_ENSG00000171862	PLK1_5347	4	16	0.445820433436533	0.53125	-6.325	-4.98	-1.345	BREAST
PTEN_5728_ENSG00000171862	PLK2_10769	4	16	0.815498195547374	0.359375	0.51	0.245	0.265	BREAST
PTEN_5728_ENSG00000171862	PLK3_1263	4	16	0.0490417584147959	0.78125	-1.08	-0.395	-0.685	BREAST
PTEN_5728_ENSG00000171862	PLK4_10733	4	16	0.424969704896956	0.5390625	-1.555	-1.24	-0.315	BREAST
PTEN_5728_ENSG00000171862	PMVK_10654	4	15	0.765479876160991	0.383333333333333	-0.47	-1.13	0.66	BREAST
PTEN_5728_ENSG00000171862	PNCK_139728	4	16	0.698432190254738	0.421875	0.115	-0.545	0.66	BREAST
PTEN_5728_ENSG00000171862	PNKP_11284	4	16	0.481733746130031	0.515625	-1.275	-0.985	-0.29	BREAST
PTEN_5728_ENSG00000171862	PRKAA1_5562	4	15	0.519349845201238	0.5	0.635	0.71	-0.075	BREAST
PTEN_5728_ENSG00000171862	PRKAA2_5563	4	16	0.752941176470588	0.390625	0.155	-0.08	0.235	BREAST
PTEN_5728_ENSG00000171862	PRKAB1_5564	4	15	0.889576883384933	0.3	-0.61	-1.95	1.34	BREAST
PTEN_5728_ENSG00000171862	PRKAB2_5565	4	16	0.881314451682865	0.3125	-0.03	-0.7	0.67	BREAST
PTEN_5728_ENSG00000171862	PRKACA_5566	4	16	0.807636738906089	0.359375	-0.26	-0.47	0.21	BREAST
PTEN_5728_ENSG00000171862	PRKACB_5567	4	16	0.276780185758514	0.609375	-0.175	0.35	-0.525	BREAST
PTEN_5728_ENSG00000171862	PRKACG_5568	4	16	0.145098039215686	0.6875	-0.34	-0.11	-0.23	BREAST
PTEN_5728_ENSG00000171862	PRKAG1_5571	4	16	0.518855413228571	0.5	0.02	0.48	-0.46	BREAST
PTEN_5728_ENSG00000171862	PRKAG2_51422	4	16	0.239094964495315	0.625	0.345	0.71	-0.365	BREAST
PTEN_5728_ENSG00000171862	PRKAG3_53632	4	16	0.0538996597466636	0.7734375	-3.42	-2.225	-1.195	BREAST
PTEN_5728_ENSG00000171862	PRKAR1A_5573	4	16	0.138505897237343	0.6875	0.365	0.76	-0.395	BREAST
PTEN_5728_ENSG00000171862	PRKAR1B_5575	4	15	0.0183178534571723	0.85	-2.28	-0.48	-1.8	BREAST
PTEN_5728_ENSG00000171862	PRKAR2A_5576	4	16	0.388284278404836	0.5546875	0.46	0.38	0.08	BREAST
PTEN_5728_ENSG00000171862	PRKAR2B_5577	4	16	0.723219814241486	0.40625	-0.425	-0.915	0.49	BREAST
PTEN_5728_ENSG00000171862	PRKCA_5578	4	15	0.984259674322492	0.15	0.41	-0.77	1.18	BREAST
PTEN_5728_ENSG00000171862	PRKCB_5579	4	16	0.925902992776058	0.265625	0.285	-0.16	0.445	BREAST
PTEN_5728_ENSG00000171862	PRKCD_5580	4	16	0.789150347786144	0.375	-0.2	-0.49	0.29	BREAST
PTEN_5728_ENSG00000171862	PRKCE_5581	4	16	0.537668730009715	0.4921875	-0.33	-0.27	-0.06	BREAST
PTEN_5728_ENSG00000171862	PRKCG_5582	4	15	0.178534571723426	0.666666666666667	0.52	0.94	-0.42	BREAST
PTEN_5728_ENSG00000171862	PRKCH_5583	4	14	0.92124183006536	0.267857142857143	-0.27	-0.925	0.655	BREAST
PTEN_5728_ENSG00000171862	PRKCI_5584	4	16	0.624767801857585	0.453125	0.51	0.045	0.465	BREAST
PTEN_5728_ENSG00000171862	PKN1_5585	4	16	0.0852441356089503	0.734375	0.18	0.695	-0.515	BREAST
PTEN_5728_ENSG00000171862	PKN2_5586	4	16	0.192363261093911	0.65625	-1.535	-0.27	-1.265	BREAST
PTEN_5728_ENSG00000171862	PRKD1_5587	4	16	0.537668730009715	0.4921875	0.36	0.37	-0.01	BREAST
PTEN_5728_ENSG00000171862	PRKD3_23683	4	16	0.375232198142415	0.5625	-1.045	-0.935	-0.11	BREAST
PTEN_5728_ENSG00000171862	PRKCQ_5588	4	16	0.682336262430715	0.4296875	0.315	0.21	0.105	BREAST
PTEN_5728_ENSG00000171862	PRKCSH_5589	4	15	0.617961636843393	0.458333333333333	0.29	0.01	0.28	BREAST
PTEN_5728_ENSG00000171862	PRKCZ_5590	4	16	0.481733746130031	0.515625	-0.6	-0.635	0.035	BREAST
PTEN_5728_ENSG00000171862	PRKD2_25865	4	16	0.00462839191060364	0.9375	-1.97	0.5	-2.47	BREAST
PTEN_5728_ENSG00000171862	PRKDC_5591	4	15	0.234520123839009	0.633333333333333	-0.435	-0.02	-0.415	BREAST
PTEN_5728_ENSG00000171862	PRKG1_5592	4	16	0.91124871001032	0.28125	0.74	0.095	0.645	BREAST
PTEN_5728_ENSG00000171862	PRKG2_5593	4	16	0.335283494829141	0.578125	-0.705	0.18	-0.885	BREAST
PTEN_5728_ENSG00000171862	EIF2AK2_5610	4	16	0.939112487100103	0.25	0.965	0.67	0.295	BREAST
PTEN_5728_ENSG00000171862	WNK1_65125	4	16	0.629618579346502	0.453125	-0.005	-0.24	0.235	BREAST
PTEN_5728_ENSG00000171862	WNK2_65268	4	15	0.636888290235002	0.45	0.445	0.26	0.185	BREAST
PTEN_5728_ENSG00000171862	WNK3_65267	4	16	0.659029927760578	0.4375	0.485	0.33	0.155	BREAST
PTEN_5728_ENSG00000171862	PRKX_5613	4	15	0.153508771929825	0.683333333333333	-0.015	0.57	-0.585	BREAST
PTEN_5728_ENSG00000171862	PRKY_5616	4	16	0.0497420020639835	0.78125	-1.835	-0.66	-1.175	BREAST
PTEN_5728_ENSG00000171862	PRPF4B_8899	4	15	0.076109391124871	0.75	-2.12	-1.15	-0.97	BREAST
PTEN_5728_ENSG00000171862	PRPS1_5631	4	16	0.875748194014448	0.3125	-0.34	-0.575	0.235	BREAST
PTEN_5728_ENSG00000171862	PRPS1L1_221823	4	14	0.286928104575163	0.607142857142857	0.145	0.25	-0.105	BREAST
PTEN_5728_ENSG00000171862	PRPS2_5634	4	16	0.109477953798985	0.7109375	0.18	0.545	-0.365	BREAST
PTEN_5728_ENSG00000171862	PSKH1_5681	4	16	0.698432190254738	0.421875	0.68	0.71	-0.03	BREAST
PTEN_5728_ENSG00000171862	PSKH2_85481	4	14	0.713071895424837	0.410714285714286	-0.03	-0.365	0.335	BREAST
PTEN_5728_ENSG00000171862	PTK2_5747	4	15	0.480650154798762	0.516666666666667	-0.365	-0.32	-0.045	BREAST
PTEN_5728_ENSG00000171862	PTK2B_2185	4	16	0.218575851393189	0.640625	-0.485	-0.4	-0.085	BREAST
PTEN_5728_ENSG00000171862	PTK6_5753	4	16	0.0194014447884417	0.84375	-0.275	0.545	-0.82	BREAST
PTEN_5728_ENSG00000171862	PTK7_5754	4	16	0.167595459236326	0.671875	-2.88	-2.265	-0.615	BREAST
PTEN_5728_ENSG00000171862	TWF1_5756	4	16	0.789150347786144	0.375	1.155	0.74	0.415	BREAST
PTEN_5728_ENSG00000171862	TWF2_11344	4	16	0.556377055251758	0.484375	-0.265	-0.38	0.115	BREAST
PTEN_5728_ENSG00000171862	PXK_54899	4	16	0.659029927760578	0.4375	0.365	-0.3	0.665	BREAST
PTEN_5728_ENSG00000171862	ALDH18A1_5832	4	16	0.894324045407637	0.296875	0.36	-0.075	0.435	BREAST
PTEN_5728_ENSG00000171862	RAF1_5894	4	15	0.993809540598561	0.0916666666666667	1.125	0.37	0.755	BREAST
PTEN_5728_ENSG00000171862	MOK_5891	4	16	0.481144586771429	0.515625	-1.06	-0.67	-0.39	BREAST
PTEN_5728_ENSG00000171862	RBKS_64080	4	16	0.481733746130031	0.515625	0.97	1.005	-0.0349999999999999	BREAST
PTEN_5728_ENSG00000171862	RELA_5970	4	16	0.9071443597776	0.2890625	-0.695	-1.58	0.885	BREAST
PTEN_5728_ENSG00000171862	RET_5979	4	14	0.286928104575163	0.607142857142857	-0.075	0.195	-0.27	BREAST
PTEN_5728_ENSG00000171862	RFK_55312	4	16	0.593406517259548	0.46875	0.59	0.62	-0.0299999999999999	BREAST
PTEN_5728_ENSG00000171862	TRIM27_5987	4	16	0.807636738906089	0.359375	0.06	-0.22	0.28	BREAST
PTEN_5728_ENSG00000171862	RIOK1_83732	4	16	0.789150347786144	0.375	-0.39	-0.675	0.285	BREAST
PTEN_5728_ENSG00000171862	RIOK2_55781	4	16	0.335225142020705	0.578125	-0.09	0.21	-0.3	BREAST
PTEN_5728_ENSG00000171862	RIOK3_8780	4	15	0.519349845201238	0.5	0.905	0.72	0.185	BREAST
PTEN_5728_ENSG00000171862	RIPK1_8737	4	16	0.839530459922191	0.34375	0.625	0.345	0.28	BREAST
PTEN_5728_ENSG00000171862	RIPK2_8767	4	16	0.723219814241486	0.40625	0.015	-0.015	0.03	BREAST
PTEN_5728_ENSG00000171862	RIPK3_11035	4	16	0.698432190254738	0.421875	0.585	0.375	0.21	BREAST
PTEN_5728_ENSG00000171862	RNASEL_6041	4	16	0.839530459922191	0.34375	0.42	-0.1	0.52	BREAST
PTEN_5728_ENSG00000171862	ROCK1_6093	4	16	0.861494102762657	0.328125	0.865	0.33	0.535	BREAST
PTEN_5728_ENSG00000171862	ROCK2_9475	4	16	0.318173933497085	0.5859375	0.335	0.51	-0.175	BREAST
PTEN_5728_ENSG00000171862	ROR1_4919	4	16	0.691640866873065	0.421875	0.685	0.475	0.21	BREAST
PTEN_5728_ENSG00000171862	ROR2_4920	4	16	0.647377177783957	0.4453125	0.31	0.365	-0.055	BREAST
PTEN_5728_ENSG00000171862	ROS1_6098	4	16	0.723219814241486	0.40625	0.355	-0.39	0.745	BREAST
PTEN_5728_ENSG00000171862	STK26_51765	4	14	0.916406317792472	0.276785714285714	1.275	0.87	0.405	BREAST
PTEN_5728_ENSG00000171862	RPS6KA1_6195	4	15	0.363053997854423	0.566666666666667	-0.16	-0.02	-0.14	BREAST
PTEN_5728_ENSG00000171862	RPS6KA2_6196	4	16	0.445820433436533	0.53125	-2.075	-1.575	-0.5	BREAST
PTEN_5728_ENSG00000171862	RPS6KA3_6197	4	16	0.590092879256966	0.46875	0.195	0.275	-0.0800000000000001	BREAST
PTEN_5728_ENSG00000171862	RPS6KA4_8986	4	15	0.557275541795666	0.483333333333333	-1.1	-1.15	0.0499999999999998	BREAST
PTEN_5728_ENSG00000171862	RPS6KA5_9252	4	16	0.815408100155797	0.359375	-0.085	-0.2	0.115	BREAST
PTEN_5728_ENSG00000171862	RPS6KA6_27330	4	16	0.124251805985552	0.703125	-0.255	0.275	-0.53	BREAST
PTEN_5728_ENSG00000171862	RPS6KB1_6198	4	16	0.691640866873065	0.421875	0.26	0.03	0.23	BREAST
PTEN_5728_ENSG00000171862	RPS6KB2_6199	4	16	0.0249742002063984	0.828125	0.07	0.405	-0.335	BREAST
PTEN_5728_ENSG00000171862	RPS6KC1_26750	4	14	0.521184578668947	0.5	0.035	0.165	-0.13	BREAST
PTEN_5728_ENSG00000171862	RPS6KL1_83694	4	16	0.832404540763674	0.34375	0.19	-0.405	0.595	BREAST
PTEN_5728_ENSG00000171862	RYK_6259	4	16	0.881314451682865	0.3125	1.04	0.675	0.365	BREAST
PTEN_5728_ENSG00000171862	MAST1_22983	4	16	0.0146542827657379	0.859375	-0.925	-0.065	-0.86	BREAST
PTEN_5728_ENSG00000171862	SBK1_388228	4	16	0.167595459236326	0.671875	0.125	0.53	-0.405	BREAST
PTEN_5728_ENSG00000171862	SKAP1_8631	4	16	0.340970072239422	0.578125	0.385	0.455	-0.07	BREAST
PTEN_5728_ENSG00000171862	SCYL1_57410	4	16	0.184591899844203	0.65625	0.73	1.17	-0.44	BREAST
PTEN_5728_ENSG00000171862	SGK1_6446	4	16	0.983316964052907	0.15625	1.575	1.12	0.455	BREAST
PTEN_5728_ENSG00000171862	SGK2_10110	4	16	0.0740970072239422	0.75	-0.885	-0.305	-0.58	BREAST
PTEN_5728_ENSG00000171862	C8orf44.SGK3_100533105	4	16	0.875748194014448	0.3125	0.165	-0.675	0.84	BREAST
PTEN_5728_ENSG00000171862	SIK2_23235	4	16	0.518855413228571	0.5	-0.395	-0.455	0.06	BREAST
PTEN_5728_ENSG00000171862	SLK_9748	4	16	0.781424148606811	0.375	0.54	0.445	0.095	BREAST
PTEN_5728_ENSG00000171862	SMG1_23049	4	14	0.00130718954248366	0.964285714285714	-2.715	-0.745	-1.97	BREAST
PTEN_5728_ENSG00000171862	NUAK2_81788	4	16	0.184591899844203	0.65625	-0.275	0.03	-0.305	BREAST
PTEN_5728_ENSG00000171862	SIK1_150094	4	16	0.934787311393683	0.2578125	0.93	0.475	0.455	BREAST
PTEN_5728_ENSG00000171862	SNRK_54861	4	16	0.611674768740255	0.4609375	-0.83	-0.695	-0.135	BREAST
PTEN_5728_ENSG00000171862	SPEG_10290	4	15	0.519349845201238	0.5	-0.29	-0.2	-0.09	BREAST
PTEN_5728_ENSG00000171862	SPHK1_8877	4	16	0.184501804452626	0.65625	-0.81	0.08	-0.89	BREAST
PTEN_5728_ENSG00000171862	SPHK2_56848	4	16	0.989718222745472	0.125	0.53	-0.495	1.025	BREAST
PTEN_5728_ENSG00000171862	SRC_6714	4	16	0.370381420653498	0.5625	0.05	0.01	0.04	BREAST
PTEN_5728_ENSG00000171862	SRMS_6725	4	16	0.575030295103044	0.4765625	-1.295	-1.365	0.0700000000000001	BREAST
PTEN_5728_ENSG00000171862	SRP72_6731	4	16	0.352675686031752	0.5703125	-0.365	0.285	-0.65	BREAST
PTEN_5728_ENSG00000171862	SRPK1_6732	4	16	0.160469540077809	0.671875	-0.06	0.38	-0.44	BREAST
